Paper Title,Number_of_Hallmarks,Total_Score,Primary_Hallmark,Primary_Hallmark_Score,Is_Aging_Related
"Structural basis for the activation and inhibition of Sirtuin 6 by quercetin and its derivatives",1,0.589633,"epigenetic alterations",0.589633,Yes
"Sirtuin 6: a review of biological effects and potential therapeutic properties",3,5.466402,"epigenetic alterations",3.607073,Yes
"SIRT6 coordinates with CHD4 to promote chromatin relaxation and DNA repair",2,1.855290,"genome instability",1.081431,Yes
"SIRT6 regulates metabolic homeostasis in skeletal muscle through activation of AMPK",3,3.001406,"epigenetic alterations",1.443930,Yes
"SIRT6 promotes angiogenesis and hemorrhage of carotid plaque via regulating HIF-1α and reactive oxygen species",2,2.482747,"mitochondrial dysfunction",1.551290,Yes
"Hydrogen sulfide alleviates the anxiety-like and depressive-like behaviors of type 1 diabetic mice via inhibiting inflammation and ferroptosis",2,1.227715,"chronic inflammation",0.620759,Yes
"Sirtuins as Possible Drug Targets in Type 2 Diabetes",2,2.820227,"epigenetic alterations",2.315827,Yes
"Regenerative Neurogenesis After Ischemic Stroke Promoted by Nicotinamide Phosphoribosyltransferase–Nicotinamide Adenine Dinucleotide Cascade",2,0.843782,"epigenetic alterations",0.483096,Yes
"Identifying the functional contribution of the defatty-acylase activity of SIRT6",1,0.646163,"epigenetic alterations",0.646163,Yes
"Sirtuin 6 overexpression relieves sepsis-induced acute kidney injury by promoting autophagy",2,1.100732,"disabled macroautophagy",0.596649,Yes
"Role of Nampt-Sirt6 Axis in Renal Proximal Tubules in Extracellular Matrix Deposition in Diabetic Nephropathy",1,0.678750,"intercellular communication",0.678750,Yes
"Mechanism of allosteric activation of SIRT6 revealed by the action of rationally designed activators",1,0.451394,"epigenetic alterations",0.451394,Yes
"Molecular and cytological profiling of biological aging of mouse cochlear inner and outer hair cells",1,0.418180,"mitochondrial dysfunction",0.418180,Yes
"SIRT6, a protein with many faces",1,1.945508,"epigenetic alterations",1.945508,Yes
"SIRT6 Protects Against Liver Fibrosis by Deacetylation and Suppression of SMAD3 in Hepatic Stellate Cells",1,1.983414,"epigenetic alterations",1.983414,Yes
"SIRT1 and SIRT6: The role in aging-related diseases",4,4.729922,"epigenetic alterations",2.143418,Yes
"Synthesis and Characterization of SIRT6 Protein Coated Magnetic Beads: Identification of a Novel Inhibitor of SIRT6 Deacetylase from Medicinal Plant Extracts",1,2.129828,"epigenetic alterations",2.129828,Yes
"E2F1 enhances glycolysis through suppressing Sirt6 transcription in cancer cells",2,1.113759,"epigenetic alterations",0.887607,Yes
"SIRT6 regulates Ras-related protein R-Ras2 by lysine defatty-acylation",1,0.964164,"epigenetic alterations",0.964164,Yes
"MicroRNA Modulation of Cholesterol Homeostasis",1,0.565666,"deregulated nutrient sensing",0.565666,Yes
"CK2α/CSNK2A1 Phosphorylates SIRT6 and Is Involved in the Progression of Breast Carcinoma and Predicts Shorter Survival of Diagnosed Patients",1,1.074558,"epigenetic alterations",1.074558,Yes
"Sirt2 suppresses inflammatory responses in collagen-induced arthritis",2,2.441422,"epigenetic alterations",1.780546,Yes
"Interplay between sirtuins, MYC and hypoxia-inducible factor in cancer-associated metabolic reprogramming",2,1.598915,"epigenetic alterations",1.391684,Yes
"SIRT6 Is Essential for Adipocyte Differentiation by Regulating Mitotic Clonal Expansion",1,1.327607,"epigenetic alterations",1.327607,Yes
"Roles of MicroRNA-122 in Cardiovascular Fibrosis and Related Diseases",0,0.000000,"None",0.000000,No
"The deacetylase sirtuin 6 protects against kidney fibrosis by epigenetically blocking β-catenin target gene expression",1,2.507440,"epigenetic alterations",2.507440,Yes
"SIRT6-regulated macrophage efferocytosis epigenetically controls inflammation resolution of diabetic periodontitis",1,0.729630,"chronic inflammation",0.729630,Yes
"Insulin secretion impairment in Sirt6 knockout pancreatic β cells is mediated by suppression of the FoxO1-Pdx1-Glut2 pathway",2,1.555373,"epigenetic alterations",1.230989,Yes
"Sirtuin6 (SIRT6) Promotes the EMT of Hepatocellular Carcinoma by Stimulating Autophagic Degradation of E-Cadherin",1,0.508047,"disabled macroautophagy",0.508047,Yes
"Cytoplasmic SIRT6-mediated ACSL5 deacetylation impedes nonalcoholic fatty liver disease by facilitating hepatic fatty acid oxidation",1,1.545729,"epigenetic alterations",1.545729,Yes
"SIRT6",2,4.470225,"epigenetic alterations",3.382306,Yes
"SIRT6 expression is associated with poor prognosis and chemosensitivity in patients with non‐small cell lung cancer",0,0.000000,"None",0.000000,No
"Pharmacological Sirt6 inhibition improves glucose tolerance in a type 2 diabetes mouse model",2,2.066273,"epigenetic alterations",1.505333,Yes
"Sirtuin-mediated deacetylation of hnRNP A1 suppresses glycolysis and growth in hepatocellular carcinoma",2,2.100893,"epigenetic alterations",1.907756,Yes
"Synergy between SIRT1 and SIRT6 helps recognize DNA breaks and potentiates the DNA damage response and repair in humans and mice",2,4.473745,"genome instability",2.531496,Yes
"Repairing split ends: SIRT6, mono-ADP ribosylation and DNA repair",2,5.679204,"epigenetic alterations",3.597693,Yes
"Reciprocal Regulation between SIRT6 and miR-122 Controls Liver Metabolism and Predicts Hepatocarcinoma Prognosis",1,0.955643,"epigenetic alterations",0.955643,Yes
"Induced pluripotent stem cell-derived mesenchymal stem cells deliver exogenous miR-105-5p via small extracellular vesicles to rejuvenate senescent nucleus pulposus cells and attenuate intervertebral disc degeneration",2,1.213121,"stem cell exhaustion",0.627831,Yes
"Activation of Peroxisome Proliferator-Activated Receptor Gamma by Rosiglitazone Increases Sirt6 Expression and Ameliorates Hepatic Steatosis in Rats",2,1.518953,"deregulated nutrient sensing",0.798367,Yes
"The Ubiquitin Ligase CHIP Prevents SirT6 Degradation through Noncanonical Ubiquitination",3,1.592519,"loss of proteostasis",0.860746,Yes
"Non-canonical mTORC2 Signaling Regulates Brown Adipocyte Lipid Catabolism through SIRT6-FoxO1",1,0.171556,"deregulated nutrient sensing",0.171556,Yes
"Sirtuin 6 deficiency transcriptionally up-regulates TGF-β signaling and induces fibrosis in mice",1,0.855971,"epigenetic alterations",0.855971,Yes
"SIRT6 promotes transcription of a subset of NRF2 targets by mono-ADP-ribosylating BAF170",1,2.303358,"epigenetic alterations",2.303358,Yes
"Effects of obesity and diabetes on the epigenetic modification of mammalian gametes",1,1.726627,"epigenetic alterations",1.726627,Yes
"Quinazolinedione SIRT6 inhibitors sensitize cancer cells to chemotherapeutics",2,3.259786,"epigenetic alterations",2.690757,Yes
"Are sirtuins markers of ovarian aging?",2,3.758755,"epigenetic alterations",3.254877,Yes
"The RUNX2 Transcription Factor Negatively Regulates SIRT6 Expression to Alter Glucose Metabolism in Breast Cancer Cells",2,1.225985,"epigenetic alterations",0.744228,Yes
"Biological and catalytic functions of sirtuin 6 as targets for small-molecule modulators",2,4.033539,"epigenetic alterations",2.819931,Yes
"miR-34a in Neurophysiology and Neuropathology",1,0.476825,"epigenetic alterations",0.476825,Yes
"BaZiBuShen alleviates altered testicular morphology and spermatogenesis and modulates Sirt6/P53 and Sirt6/NF-κB pathways in aging mice induced by D-galactose and NaNO2",2,1.434643,"epigenetic alterations",0.947719,Yes
"Exerkine fibronectin type-III domain-containing protein 5/irisin-enriched extracellular vesicles delay vascular ageing by increasing SIRT6 stability",4,1.551507,"cellular senescence",0.693067,Yes
"Thiomyristoyl peptides as cell-permeable Sirt6 inhibitors",0,0.000000,"None",0.000000,No
"Sirt6 suppresses hepatocellular carcinoma cell growth via inhibiting the extracellular signal-regulated kinase signaling pathway",1,1.207762,"epigenetic alterations",1.207762,Yes
"Emerging roles of SIRT6 on telomere maintenance, DNA repair, metabolism and mammalian aging",3,5.031150,"epigenetic alterations",2.699300,Yes
"Identification of and Molecular Basis for SIRT6 Loss-of-Function Point Mutations in Cancer",2,3.799766,"epigenetic alterations",3.275477,Yes
"Differential regulation of the Sir2 histone deacetylase gene family by inhibitors of class I and II histone deacetylases",1,3.379071,"epigenetic alterations",3.379071,Yes
"Advances in Characterization of Human Sirtuin Isoforms: Chemistries, Targets and Therapeutic Applications",1,4.089772,"epigenetic alterations",4.089772,Yes
"Boosting ATM activity alleviates aging and extends lifespan in a mouse model of progeria",3,3.381943,"genome instability",2.060276,Yes
"SIRT7 Is Activated by DNA and Deacetylates Histone H3 in the Chromatin Context",2,3.653796,"epigenetic alterations",3.345439,Yes
"Autophagy induction by SIRT6 is involved in oxidative stress-induced neuronal damage",4,2.923228,"disabled macroautophagy",0.871624,Yes
"Icariin Intervenes in Cardiac Inflammaging through Upregulation of SIRT6 Enzyme Activity and Inhibition of the NF-Kappa B Pathway",2,2.998672,"epigenetic alterations",2.013052,Yes
"SIRT6 in Senescence and Aging-Related Cardiovascular Diseases",6,6.783331,"epigenetic alterations",2.249742,Yes
"Deacetylation of Caveolin-1 by Sirt6 induces autophagy and retards high glucose-stimulated LDL transcytosis and atherosclerosis formation",2,2.045124,"epigenetic alterations",1.337434,Yes
"Sirtuin-6 inhibits cardiac fibroblasts differentiation into myofibroblasts via inactivation of nuclear factor κB signaling",1,1.450535,"epigenetic alterations",1.450535,Yes
"SIRT6, a novel direct transcriptional target of FoxO3a, mediates colon cancer therapy",1,1.394756,"epigenetic alterations",1.394756,Yes
"SIRT6 Mitigates Heart Failure With Preserved Ejection Fraction in Diabetes",1,1.824588,"epigenetic alterations",1.824588,Yes
"Sirtuin 6 regulates glucose-stimulated insulin secretion in mouse pancreatic beta cells",2,2.130640,"epigenetic alterations",1.632518,Yes
"Deletion of sirtuin 6 accelerates endothelial dysfunction and atherosclerosis in apolipoprotein E-deficient mice",1,1.364567,"epigenetic alterations",1.364567,Yes
"LncRNA HMMR-AS1 promotes proliferation and metastasis of lung adenocarcinoma by regulating MiR-138/sirt6 axis",0,0.000000,"None",0.000000,No
"The Two-Faced Role of SIRT6 in Cancer",2,2.734760,"epigenetic alterations",1.555453,Yes
"Emerging Therapeutic Potential of SIRT6 Modulators",1,1.632788,"epigenetic alterations",1.632788,Yes
"Sirt6 promotes tumorigenesis and drug resistance of diffuse large B-cell lymphoma by mediating PI3K/Akt signaling",1,0.818070,"epigenetic alterations",0.818070,Yes
"The sirtuin SIRT6 regulates stress granules formation in <i>C. elegans</i> and in mammals",1,2.595743,"epigenetic alterations",2.595743,Yes
"GCIP/CCNDBP1, a helix–loop–helix protein, suppresses tumorigenesis",0,0.000000,"None",0.000000,No
"A Review of the Recent Advances Made with SIRT6 and its Implications on Aging Related Processes, Major Human Diseases, and Possible Therapeutic Targets",2,2.027469,"epigenetic alterations",1.916723,Yes
"SIRT6 silencing overcomes resistance to sorafenib by promoting ferroptosis in gastric cancer",1,1.356429,"epigenetic alterations",1.356429,Yes
"SIRT6 is a key regulator of mitochondrial function in the brain",0,0.000000,"None",0.000000,No
"Environmental Enrichment Modified Epigenetic Mechanisms in SAMP8 Mouse Hippocampus by Reducing Oxidative Stress and Inflammaging and Achieving Neuroprotection",2,1.290606,"mitochondrial dysfunction",0.734463,Yes
"Sirtuin 7 is decreased in pulmonary fibrosis and regulates the fibrotic phenotype of lung fibroblasts",1,0.813606,"epigenetic alterations",0.813606,Yes
"Molecular Insights into the Interaction of RONS and Thieno[3,2-c]pyran Analogs with SIRT6/COX-2: A Molecular Dynamics Study",1,0.145637,"chronic inflammation",0.145637,Yes
"Evaluation of the NAD+ biosynthetic pathway in ALS patients and effect of modulating NAD+ levels in hSOD1-linked ALS mouse models",2,0.563359,"epigenetic alterations",0.431940,Yes
"Metformin Therapy Effects on the Expression of Sodium-Glucose Cotransporter 2, Leptin, and SIRT6 Levels in Pericoronary Fat Excised from Pre-Diabetic Patients with Acute Myocardial Infarction",0,0.000000,"None",0.000000,No
"C. elegans SIRT6/7 Homolog SIR-2.4 Promotes DAF-16 Relocalization and Function during Stress",1,2.035032,"epigenetic alterations",2.035032,Yes
"SIRT6 suppresses glioma cell growth via induction of apoptosis, inhibition of oxidative stress and suppression of JAK2/STAT3 signaling pathway activation",2,1.100500,"epigenetic alterations",0.645448,Yes
"Sirtuin 6 in preosteoclasts suppresses age- and estrogen deficiency-related bone loss by stabilizing estrogen receptor α",1,1.692156,"epigenetic alterations",1.692156,Yes
"The Histone Deacetylase SIRT6: At the Crossroads Between Epigenetics, Metabolism and Disease",2,5.320493,"epigenetic alterations",3.692841,Yes
"Senotherapy",4,2.543106,"epigenetic alterations",0.872027,Yes
"The sirtuin inhibitor cambinol impairs MAPK signaling, inhibits inflammatory and innate immune responses and protects from septic shock",2,1.758447,"epigenetic alterations",1.324379,Yes
"Sirt6 deficiency results in progression of glomerular injury in the kidney",2,1.794939,"epigenetic alterations",1.316243,Yes
"SIRT6 Is Decreased with Preterm Labor and Regulates Key Terminal Effector Pathways of Human Labor in Fetal Membranes1",2,1.033027,"epigenetic alterations",0.615228,Yes
"FOXO3 Growth Inhibition of Colonic Cells Is Dependent on Intraepithelial Lipid Droplet Density",0,0.000000,"None",0.000000,No
"SIRT6 protects against palmitate-induced pancreatic β-cell dysfunction and apoptosis",2,0.916537,"deregulated nutrient sensing",0.461570,Yes
"Association of the Sirtuin and Mitochondrial Uncoupling Protein Genes with Carotid Plaque",0,0.000000,"None",0.000000,No
"SIRT6 interacts with TRF2 and promotes its degradation in response to DNA damage",4,5.104596,"genome instability",2.076747,Yes
"SIRT6 protects against hepatic ischemia/reperfusion injury by inhibiting apoptosis and autophagy related cell death",3,2.543611,"epigenetic alterations",1.218103,Yes
"SIRT6 deacetylase activity regulates NAMPT activity and NAD(P)(H) pools in cancer cells",3,1.723755,"epigenetic alterations",1.182943,Yes
"SIRT6 regulates the proliferation and apoptosis of hepatocellular carcinoma via the ERK1/2 signaling pathway",1,0.516216,"epigenetic alterations",0.516216,Yes
"Aberrant SIRT6 expression contributes to melanoma growth: Role of the autophagy paradox and IGF-AKT signaling",2,2.181392,"epigenetic alterations",1.350495,Yes
"The Histone Deacetylase SIRT6 Restrains Transcription Elongation via Promoter-Proximal Pausing",2,1.390198,"epigenetic alterations",1.214792,Yes
"Targeting a cryptic allosteric site of SIRT6 with small-molecule inhibitors that inhibit the migration of pancreatic cancer cells",1,1.585366,"epigenetic alterations",1.585366,Yes
"Enhanced insulin sensitivity in skeletal muscle and liver by physiological overexpression of SIRT6",2,1.812820,"epigenetic alterations",1.178203,Yes
"SIRT6 transcriptionally regulates global protein synthesis through transcription factor Sp1 independent of its deacetylase activity",0,0.000000,"None",0.000000,No
"Delivery of Long Non-coding RNA NEAT1 by Peripheral Blood Monouclear Cells-Derived Exosomes Promotes the Occurrence of Rheumatoid Arthritis via the MicroRNA-23a/MDM2/SIRT6 Axis",1,0.521379,"chronic inflammation",0.521379,Yes
"SIRT6 inhibits growth of gastric cancer by inhibiting JAK2/STAT3 pathway",1,1.127791,"epigenetic alterations",1.127791,Yes
"MDL-800, an allosteric activator of SIRT6, suppresses proliferation and enhances EGFR-TKIs therapy in non-small cell lung cancer",1,0.819510,"epigenetic alterations",0.819510,Yes
